,Title,Price,MRP,Discount,Reviews
55,"TECNO POP 9 5G Aurora Cloud, 4GB+64GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC | D6300 5G Processor |4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger",9499.0,11999.0,20.835069589132427,4.0
56,"Redmi Note 13 Pro+ (Fusion Purple, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",27998.0,33999.0,17.650519132915672,3.9
57,"Redmi Note 13 Pro (Arctic White, 8GB RAM, 128GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge",22998.0,28999.0,20.693817028173385,4.0
58,Apple iPhone 13 (128GB) - Green,45490.0,59600.0,23.6744966442953,4.5
59,"Redmi A3X (Midnight Black, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor",6508.0,9999.0,34.913491349134915,3.7
60,"realme NARZO 70x 5G (Ice Blue, 8GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box",13998.0,18999.0,26.322438023053845,4.1
61,"realme C65 5G (Feather Green, 128 GB) (6 GB RAM)",11565.0,15999.0,27.71423213950872,4.1
62,"Lava Blaze 5G (Glass Green, 6GB RAM, UFS 2.2 128GB Storage)| Segment's Most Affordable 5G Smartphone| Ultrafast Mediatek D700 | 50MP AI Triple Camera | 5000 mAh | 6.5"" HD+ 90 Hz Display | Clean UI",9299.0,16349.0,43.12190348033519,4.0
63,"realme 12 Pro 5G (Submarine Blue, 12GB RAM, 256GB Storage) | 50 MP Sony IMX882 OIS Camera | 32 MP 2X Flagship Telephoto Portrait Camera | Snapdragon 6 Gen 1 5G Processor | 12 GB+12 GB Dynamic RAM",24999.0,33999.0,26.471366804906026,4.2
64,"OPPO F27 5G (Emerald Green, 8GB RAM, 256GB Storage) | 6.67"" FHD+ AMOLED Display|32MP Sony IMX615 Selfie Camera |AI Portrait Expert| 45W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",22999.0,28999.0,20.690368633401153,3.4
65,"OPPO F27 Pro+ 5G (Midnight Navy, 8GB RAM, 256GB Storage) | 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",29999.0,34999.0,14.286122460641732,3.9
66,"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Gray, 12GB, 256GB Storage)",121999.0,134999.0,9.629700960747858,4.1
67,"HONOR 200 5G (Black, 8GB + 256GB) | 6.7-inch AMOLED Quad-Curved Display | Dual OIS 50MP + 50MP + 12MP Camera | 50MP Selfie Camera | AI-Powered MagicOS 8.0 | Without Charger",29998.0,39999.0,25.003125078126953,4.1
68,"OnePlus 12R (Cool Blue, 16GB RAM, 256GB Storage)",39999.0,45999.0,13.04376182090915,4.3
69,"Samsung Galaxy A14 5G (Dark Red, 4GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 8 GB RAM with RAM Plus | Without Charger",11975.0,15499.0,22.736950771017487,3.9
70,"POCO X6 5G (Mirror Black, 12 GB RAM 512 GB Storage)",18499.0,27999.0,33.92978320654309,4.0
71,"Redmi 13 5G, Black Diamond, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",12320.0,17999.0,31.551752875159732,3.9
72,"Redmi 13 5G, Hawaiian Blue, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",12899.0,17999.0,28.33490749486083,3.9
73,"Vivo V40 5G Smartphone (Lotus Purple, 8GB RAM, 256GB Storage)",34490.0,42999.0,19.788832298425547,4.1
74,"iQOO Z9 Lite 5G (Aqua Flow, 4GB RAM, 128GB Storage) | Dimensity 6300 5G | 50MP Sony AI Camera | Charger in The Box",10499.0,14499.0,27.588109524794813,4.0
75,Apple iPhone 15 (128 GB) - Blue,64900.0,79600.0,18.467336683417084,4.5
76,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",12620.0,17999.0,29.884993610756155,3.9
77,"iQOO Z9s 5G (Onyx Green, 8GB RAM, 128GB Storage) | 120 Hz 3D Curved AMOLED Display | 5500 mAh Ultra-Thin Battery | Dimesity 7300 5G Processor | Sony IMX882 OIS Camera with Aura Light",19999.0,25999.0,23.07781068502635,4.3
